apply_no,lhpdat
key2896,0.10799378
key2897,0.10799378
key2898,0.10799378
key2899,0.11265276
key2900,0.11265276
key2901,0.11265276
key2902,0.10799378
key2903,0.10799378
key2904,0.10799378
key2905,0.10799378
key2906,0.11265276
key2907,0.10799378
key2908,0.10799378
key2909,0.10799378
key2910,0.10799378
key2911,0.10799378
key2912,0.11265276
key2913,0.10799378
key2914,0.10799378
key2915,0.10799378
key2916,0.10799378
key2917,0.10799378
key2918,0.10799378
key2919,0.11265276
key2920,0.10799378
key2921,0.11265276
key2922,0.10799378
key2923,0.10799378
key2924,0.10799378
key2925,0.10799378
key2926,0.11265276
key2927,0.11265276
key2928,0.11265276
key2929,0.10799378
key2930,0.11265276
key2931,0.10799378
key2932,0.11265276
key2933,0.11265276
key2934,0.11265276
key2935,0.11265276
key2936,0.10799378
key2937,0.10799378
key2938,0.10799378
key2939,0.10799378
key2940,0.11265276
key2941,0.10799378
key2942,0.10799378
key2943,0.11265276
key2944,0.11265276
key2945,0.10799378
key2946,0.10799378
key2947,0.10799378
key2948,0.11265276
key2949,0.10799378
key2950,0.11265276
key2951,0.10799378
key2952,0.10799378
key2953,0.10799378
key2954,0.11265276
key2955,0.11265276
key2956,0.11265276
key2957,0.11265276
key2958,0.10799378
key2959,0.11265276
key2960,0.10799378
key2961,0.10799378
key2962,0.11265276
key2963,0.11265276
key2964,0.10799378
key2965,0.10799378
key2966,0.10799378
key2967,0.10799378
key2968,0.10799378
key2969,0.10799378
key2970,0.10799378
key2971,0.11265276
key2972,0.10799378
key2973,0.10799378
key2974,0.10799378
key2975,0.11265276
key2976,0.10799378
key2977,0.10799378
key2978,0.11265276
key2979,0.11265276
key2980,0.11265276
key2981,0.11265276
key2982,0.11265276
key2983,0.10799378
key2984,0.10799378
key2985,0.10799378
key2986,0.11265276
key2987,0.10799378
key2988,0.11265276
key2989,0.10799378
key2990,0.11265276
key2991,0.10799378
key2992,0.10799378
key2993,0.10799378
key2994,0.10799378
key2995,0.11265276
key2996,0.11265276
key2997,0.10799378
key2998,0.11265276
key2999,0.10799378
key3000,0.11265276
key3001,0.11265276
key3002,0.10799378
key3003,0.11265276
key3004,0.11265276
key3005,0.10799378
key3006,0.10799378
key3007,0.10799378
key3008,0.10799378
key3009,0.10799378
key3010,0.10799378
key3011,0.11265276
key3012,0.11265276
key3013,0.10799378
key3014,0.10799378
key3015,0.10799378
key3016,0.10799378
key3017,0.10799378
key3018,0.10799378
key3019,0.10799378
key3020,0.10799378
key3021,0.10799378
key3022,0.11265276
key3023,0.10799378
key3024,0.11265276
key3025,0.10799378
key3026,0.10799378
key3027,0.10799378
key3028,0.11265276
key3029,0.11265276
key3030,0.11265276
key3031,0.10799378
key3032,0.11265276
key3033,0.11265276
key3034,0.10799378
key3035,0.11265276
key3036,0.11265276
key3037,0.10799378
key3038,0.10799378
key3039,0.11265276
key3040,0.10799378
key3041,0.10799378
key3042,0.10799378
key3043,0.10799378
key3044,0.11265276
key3045,0.11265276
key3046,0.11265276
key3047,0.11265276
key3048,0.11265276
key3049,0.11265276
key3050,0.10799378
key3051,0.10799378
key3052,0.11265276
key3053,0.11265276
key3054,0.10799378
key3055,0.11265276
key3056,0.10799378
key3057,0.11265276
key3058,0.11265276
key3059,0.11265276
key3060,0.11265276
key3061,0.10799378
key3062,0.11265276
key3063,0.11265276
key3064,0.11265276
key3065,0.11265276
key3066,0.10799378
key3067,0.11265276
key3068,0.11265276
key3069,0.11265276
key3070,0.10799378
key3071,0.10799378
key3072,0.11265276
key3073,0.11265276
key3074,0.10799378
key3075,0.10799378
key3076,0.11265276
key3077,0.10799378
key3078,0.11265276
key3079,0.10799378
key3080,0.11265276
key3081,0.11265276
key3082,0.10799378
key3083,0.10799378
key3084,0.10799378
key3085,0.10799378
key3086,0.10799378
key3087,0.10799378
key3088,0.11265276
key3089,0.11265276
key3090,0.11265276
key3091,0.10799378
key3092,0.10799378
key3093,0.11265276
key3094,0.11265276
key3095,0.10799378
key3096,0.11265276
key3097,0.10799378
key3098,0.11265276
key3099,0.10799378
key3100,0.11265276
key3101,0.10799378
key3102,0.10799378
key3103,0.11265276
key3104,0.10799378
key3105,0.10799378
key3106,0.11265276
key3107,0.11265276
key3108,0.10799378
key3109,0.10799378
key3110,0.10799378
key3111,0.11265276
key3112,0.11265276
key3113,0.10799378
key3114,0.11265276
key3115,0.10799378
key3116,0.10799378
key3117,0.11265276
key3118,0.10799378
key3119,0.11265276
key3120,0.10799378
key3121,0.11265276
key3122,0.11265276
key3123,0.11265276
key3124,0.10799378
key3125,0.10799378
key3126,0.10799378
key3127,0.10799378
key3128,0.10799378
key3129,0.10799378
key3130,0.11265276
key3131,0.11265276
key3132,0.10799378
key3133,0.11265276
key3134,0.10799378
key3135,0.11265276
key3136,0.11265276
key3137,0.10799378
key3138,0.11265276
key3139,0.11265276
key3140,0.10799378
key3141,0.10799378
key3142,0.11265276
key3143,0.10799378
key3144,0.10799378
key3145,0.11265276
key3146,0.10799378
key3147,0.11265276
key3148,0.10799378
key3149,0.10799378
key3150,0.10799378
key3151,0.11265276
key3152,0.11265276
key3153,0.11265276
key3154,0.10799378
key3155,0.11265276
key3156,0.11265276
key3157,0.11265276
key3158,0.11265276
key3159,0.10799378
key3160,0.10799378
key3161,0.11265276
key3162,0.10799378
key3163,0.11265276
key3164,0.10799378
key3165,0.11265276
key3166,0.11265276
key3167,0.11265276
key3168,0.11265276
key3169,0.11265276
key3170,0.10799378
key3171,0.11265276
key3172,0.11265276
key3173,0.11265276
key3174,0.10799378
key3175,0.11265276
key3176,0.11265276
key3177,0.10799378
key3178,0.10799378
key3179,0.10799378
key3180,0.11265276
key3181,0.10799378
key3182,0.10799378
key3183,0.11265276
key3184,0.10799378
key3185,0.11265276
key3186,0.10799378
key3187,0.10799378
key3188,0.11265276
key3189,0.11265276
key3190,0.11265276
key3191,0.11265276
key3192,0.10799378
key3193,0.10799378
key3194,0.10799378
key3195,0.11265276
key3196,0.11265276
key3197,0.10799378
key3198,0.11265276
key3199,0.11265276
key3200,0.11265276
key3201,0.10799378
key3202,0.10799378
key3203,0.11265276
key3204,0.10799378
key3205,0.11265276
key3206,0.11265276
key3207,0.11265276
key3208,0.10799378
key3209,0.10799378
key3210,0.11265276
key3211,0.11265276
key3212,0.10799378
key3213,0.10799378
key3214,0.11265276
key3215,0.10799378
key3216,0.11265276
key3217,0.11265276
key3218,0.11265276
key3219,0.11265276
key3220,0.11265276
key3221,0.10799378
key3222,0.10799378
key3223,0.10799378
key3224,0.11265276
key3225,0.11265276
key3226,0.11265276
key3227,0.11265276
key3228,0.10799378
key3229,0.11265276
key3230,0.11265276
key3231,0.10799378
key3232,0.11265276
key3233,0.11265276
key3234,0.10799378
key3235,0.10799378
key3236,0.11265276
key3237,0.11265276
key3238,0.11265276
key3239,0.10799378
key3240,0.10799378
key3241,0.11265276
key3242,0.11265276
key3243,0.11265276
key3244,0.11265276
key3245,0.11265276
key3246,0.10799378
key3247,0.10799378
key3248,0.10799378
key3249,0.10799378
key3250,0.10799378
key3251,0.10799378
key3252,0.11265276
key3253,0.11265276
key3254,0.11265276
key3255,0.11265276
key3256,0.11265276
key3257,0.11265276
key3258,0.10799378
key3259,0.11265276
key3260,0.11265276
key3261,0.11265276
key3262,0.10799378
key3263,0.11265276
key3264,0.11265276
key3265,0.10799378
key3266,0.10799378
key3267,0.11265276
key3268,0.10799378
key3269,0.10799378
key3270,0.11265276
key3271,0.11265276
key3272,0.10799378
key3273,0.11265276
key3274,0.11265276
key3275,0.10799378
key3276,0.10799378
key3277,0.10799378
key3278,0.10799378
key3279,0.11265276
key3280,0.11265276
key3281,0.10799378
key3282,0.10799378
key3283,0.10799378
key3284,0.11265276
key3285,0.10799378
key3286,0.11265276
key3287,0.10799378
key3288,0.10799378
key3289,0.11265276
key3290,0.10799378
key3291,0.10799378
key3292,0.10799378
key3293,0.11265276
key3294,0.10799378
key3295,0.10799378
key3296,0.10799378
key3297,0.11265276
key3298,0.10799378
key3299,0.11265276
key3300,0.11265276
key3301,0.10799378
key3302,0.10799378
key3303,0.10799378
key3304,0.10799378
key3305,0.10799378
key3306,0.11265276
key3307,0.10799378
key3308,0.10799378
key3309,0.11265276
key3310,0.10799378
key3311,0.11265276
key3312,0.10799378
key3313,0.11265276
key3314,0.11265276
key3315,0.11265276
key3316,0.11265276
key3317,0.11265276
key3318,0.11265276
key3319,0.11265276
key3320,0.10799378
key3321,0.11265276
key3322,0.11265276
key3323,0.11265276
key3324,0.11265276
key3325,0.11265276
key3326,0.11265276
key3327,0.10799378
key3328,0.10799378
key3329,0.10799378
key3330,0.10799378
key3331,0.11265276
key3332,0.10799378
key3333,0.10799378
key3334,0.10799378
key3335,0.10799378
key3336,0.11265276
key3337,0.10799378
key3338,0.11265276
key3339,0.11265276
key3340,0.10799378
key3341,0.11265276
key3342,0.10799378
key3343,0.10799378
key3344,0.11265276
key3345,0.10799378
key3346,0.10799378
key3347,0.11265276
key3348,0.10799378
key3349,0.10799378
key3350,0.11265276
key3351,0.11265276
key3352,0.10799378
key3353,0.10799378
key3354,0.11265276
key3355,0.10799378
key3356,0.10799378
key3357,0.11265276
key3358,0.11265276
key3359,0.10799378
key3360,0.11265276
key3361,0.10799378
key3362,0.11265276
key3363,0.10799378
key3364,0.10799378
key3365,0.10799378
key3366,0.10799378
key3367,0.10799378
key3368,0.11265276
key3369,0.11265276
key3370,0.11265276
key3371,0.10799378
key3372,0.11265276
key3373,0.11265276
key3374,0.10799378
key3375,0.10799378
key3376,0.10799378
key3377,0.11265276
key3378,0.10799378
key3379,0.10799378
key3380,0.11265276
key3381,0.10799378
key3382,0.11265276
key3383,0.10799378
key3384,0.11265276
key3385,0.10799378
key3386,0.11265276
key3387,0.10799378
key3388,0.11265276
key3389,0.11265276
key3390,0.11265276
key3391,0.10799378
key3392,0.10799378
key3393,0.11265276
key3394,0.11265276
key3395,0.10799378
key3396,0.11265276
key3397,0.11265276
key3398,0.11265276
key3399,0.11265276
key3400,0.11265276
key3401,0.11265276
key3402,0.10799378
key3403,0.11265276
key3404,0.10799378
key3405,0.10799378
key3406,0.10799378
key3407,0.10799378
key3408,0.11265276
key3409,0.11265276
key3410,0.11265276
key3411,0.11265276
key3412,0.10799378
key3413,0.11265276
key3414,0.11265276
key3415,0.11265276
key3416,0.11265276
key3417,0.10799378
key3418,0.11265276
key3419,0.11265276
key3420,0.11265276
key3421,0.10799378
key3422,0.11265276
key3423,0.10799378
key3424,0.10799378
key3425,0.11265276
key3426,0.10799378
key3427,0.11265276
key3428,0.10799378
key3429,0.11265276
key3430,0.10799378
key3431,0.10799378
key3432,0.10799378
key3433,0.10799378
key3434,0.11265276
key3435,0.11265276
key3436,0.10799378
key3437,0.11265276
key3438,0.11265276
key3439,0.11265276
key3440,0.11265276
key3441,0.10799378
key3442,0.11265276
key3443,0.11265276
key3444,0.11265276
key3445,0.11265276
key3446,0.11265276
key3447,0.10799378
key3448,0.10799378
key3449,0.11265276
key3450,0.10799378
key3451,0.11265276
key3452,0.10799378
key3453,0.10799378
key3454,0.10799378
key3455,0.11265276
key3456,0.10799378
key3457,0.10799378
key3458,0.11265276
key3459,0.11265276
key3460,0.10799378
key3461,0.10799378
key3462,0.10799378
key3463,0.11265276
key3464,0.11265276
key3465,0.10799378
key3466,0.10799378
key3467,0.11265276
key3468,0.10799378
key3469,0.10799378
key3470,0.10799378
key3471,0.11265276
key3472,0.10799378
key3473,0.11265276
key3474,0.10799378
key3475,0.11265276
key3476,0.10799378
key3477,0.10799378
key3478,0.11265276
key3479,0.10799378
key3480,0.10799378
key3481,0.10799378
key3482,0.10799378
key3483,0.11265276
key3484,0.10799378
key3485,0.11265276
key3486,0.10799378
key3487,0.11265276
key3488,0.11265276
key3489,0.10799378
key3490,0.10799378
key3491,0.10799378
key3492,0.11265276
key3493,0.10799378
key3494,0.10799378
key3495,0.10799378
key3496,0.11265276
key3497,0.11265276
key3498,0.11265276
key3499,0.11265276
key3500,0.11265276
key3501,0.11265276
key3502,0.10799378
key3503,0.11265276
key3504,0.11265276
key3505,0.10799378
key3506,0.11265276
key3507,0.11265276
key3508,0.11265276
key3509,0.10799378
key3510,0.10799378
key3511,0.11265276
key3512,0.11265276
key3513,0.10799378
key3514,0.11265276
key3515,0.10799378
key3516,0.10799378
key3517,0.11265276
key3518,0.11265276
key3519,0.11265276
key3520,0.10799378
key3521,0.11265276
key3522,0.10799378
key3523,0.11265276
key3524,0.10799378
key3525,0.10799378
key3526,0.10799378
key3527,0.11265276
key3528,0.11265276
key3529,0.11265276
key3530,0.10799378
key3531,0.11265276
key3532,0.10799378
key3533,0.10799378
key3534,0.11265276
key3535,0.10799378
key3536,0.11265276
key3537,0.10799378
key3538,0.11265276
key3539,0.10799378
key3540,0.11265276
key3541,0.11265276
key3542,0.11265276
key3543,0.10799378
key3544,0.10799378
key3545,0.10799378
key3546,0.11265276
key3547,0.11265276
key3548,0.10799378
key3549,0.10799378
key3550,0.11265276
key3551,0.11265276
key3552,0.10799378
key3553,0.11265276
key3554,0.11265276
key3555,0.10799378
key3556,0.11265276
key3557,0.10799378
key3558,0.11265276
key3559,0.11265276
key3560,0.11265276
key3561,0.11265276
key3562,0.11265276
key3563,0.11265276
key3564,0.11265276
key3565,0.10799378
key3566,0.11265276
key3567,0.10799378
key3568,0.11265276
key3569,0.11265276
key3570,0.11265276
key3571,0.10799378
key3572,0.11265276
key3573,0.10799378
key3574,0.10799378
key3575,0.11265276
key3576,0.10799378
key3577,0.10799378
key3578,0.10799378
key3579,0.10799378
key3580,0.10799378
key3581,0.10799378
key3582,0.10799378
key3583,0.10799378
key3584,0.10799378
key3585,0.10799378
key3586,0.11265276
key3587,0.10799378
key3588,0.11265276
key3589,0.11265276
key3590,0.10799378
key3591,0.10799378
key3592,0.11265276
key3593,0.11265276
key3594,0.10799378
key3595,0.11265276
key3596,0.11265276
key3597,0.11265276
key3598,0.10799378
key3599,0.11265276
key3600,0.11265276
key3601,0.11265276
key3602,0.11265276
key3603,0.10799378
key3604,0.11265276
key3605,0.10799378
key3606,0.10799378
key3607,0.11265276
key3608,0.11265276
key3609,0.11265276
key3610,0.11265276
key3611,0.11265276
key3612,0.11265276
key3613,0.10799378
key3614,0.11265276
key3615,0.11265276
key3616,0.11265276
key3617,0.11265276
key3618,0.11265276
key3619,0.10799378
key3620,0.11265276
key3621,0.10799378
key3622,0.11265276
key3623,0.11265276
key3624,0.11265276
key3625,0.10799378
key3626,0.10799378
key3627,0.10799378
key3628,0.11265276
key3629,0.11265276
key3630,0.11265276
key3631,0.11265276
key3632,0.10799378
key3633,0.10799378
key3634,0.11265276
key3635,0.10799378
key3636,0.10799378
key3637,0.11265276
key3638,0.11265276
key3639,0.10799378
key3640,0.10799378
key3641,0.10799378
key3642,0.11265276
key3643,0.10799378
key3644,0.10799378
key3645,0.11265276
key3646,0.11265276
key3647,0.11265276
key3648,0.11265276
key3649,0.11265276
key3650,0.11265276
key3651,0.11265276
key3652,0.10799378
key3653,0.10799378
key3654,0.11265276
key3655,0.10799378
key3656,0.10799378
key3657,0.11265276
key3658,0.10799378
key3659,0.10799378
key3660,0.10799378
key3661,0.11265276
key3662,0.10799378
key3663,0.10799378
key3664,0.11265276
key3665,0.11265276
key3666,0.11265276
key3667,0.11265276
key3668,0.10799378
key3669,0.11265276
key3670,0.11265276
key3671,0.10799378
key3672,0.10799378
key3673,0.10799378
key3674,0.11265276
key3675,0.11265276
key3676,0.11265276
key3677,0.10799378
key3678,0.11265276
key3679,0.11265276
key3680,0.10799378
key3681,0.11265276
key3682,0.11265276
key3683,0.11265276
key3684,0.10799378
key3685,0.10799378
key3686,0.10799378
key3687,0.11265276
key3688,0.10799378
key3689,0.11265276
key3690,0.10799378
key3691,0.11265276
key3692,0.11265276
key3693,0.10799378
key3694,0.10799378
key3695,0.11265276
key3696,0.11265276
key3697,0.11265276
key3698,0.11265276
key3699,0.11265276
key3700,0.11265276
key3701,0.11265276
key3702,0.10799378
key3703,0.11265276
key3704,0.10799378
key3705,0.10799378
key3706,0.11265276
key3707,0.10799378
key3708,0.11265276
key3709,0.11265276
key3710,0.11265276
key3711,0.10799378
key3712,0.11265276
key3713,0.10799378
key3714,0.11265276
key3715,0.10799378
key3716,0.11265276
key3717,0.11265276
key3718,0.11265276
key3719,0.11265276
key3720,0.11265276
key3721,0.11265276
key3722,0.10799378
key3723,0.10799378
key3724,0.10799378
key3725,0.11265276
key3726,0.10799378
key3727,0.11265276
key3728,0.10799378
key3729,0.10799378
key3730,0.10799378
key3731,0.11265276
key3732,0.10799378
key3733,0.11265276
key3734,0.11265276
key3735,0.11265276
key3736,0.11265276
key3737,0.10799378
key3738,0.10799378
key3739,0.11265276
key3740,0.10799378
key3741,0.10799378
key3742,0.11265276
key3743,0.10799378
key3744,0.10799378
key3745,0.10799378
key3746,0.11265276
key3747,0.10799378
key3748,0.11265276
key3749,0.11265276
key3750,0.11265276
key3751,0.11265276
key3752,0.10799378
key3753,0.10799378
key3754,0.10799378
key3755,0.11265276
key3756,0.10799378
key3757,0.10799378
key3758,0.10799378
key3759,0.10799378
key3760,0.11265276
key3761,0.10799378
key3762,0.11265276
key3763,0.11265276
key3764,0.10799378
key3765,0.10799378
key3766,0.11265276
key3767,0.10799378
key3768,0.10799378
key3769,0.10799378
key3770,0.10799378
key3771,0.10799378
key3772,0.10799378
key3773,0.11265276
key3774,0.10799378
key3775,0.10799378
key3776,0.11265276
key3777,0.10799378
key3778,0.10799378
key3779,0.10799378
key3780,0.11265276
key3781,0.11265276
key3782,0.11265276
key3783,0.11265276
key3784,0.11265276
key3785,0.11265276
key3786,0.11265276
key3787,0.10799378
key3788,0.10799378
key3789,0.11265276
key3790,0.10799378
key3791,0.10799378
key3792,0.10799378
key3793,0.11265276
key3794,0.11265276
key3795,0.11265276
key3796,0.10799378
key3797,0.10799378
key3798,0.10799378
key3799,0.10799378
key3800,0.10799378
key3801,0.11265276
key3802,0.11265276
key3803,0.10799378
key3804,0.11265276
key3805,0.10799378
key3806,0.11265276
key3807,0.10799378
key3808,0.10799378
key3809,0.10799378
key3810,0.11265276
key3811,0.11265276
key3812,0.11265276
key3813,0.10799378
key3814,0.10799378
key3815,0.11265276
key3816,0.11265276
key3817,0.10799378
key3818,0.10799378
key3819,0.11265276
key3820,0.10799378
key3821,0.11265276
key3822,0.10799378
key3823,0.10799378
key3824,0.11265276
key3825,0.10799378
key3826,0.10799378
key3827,0.10799378
key3828,0.11265276
key3829,0.10799378
key3830,0.11265276
key3831,0.11265276
key3832,0.11265276
key3833,0.11265276
key3834,0.10799378
key3835,0.11265276
key3836,0.10799378
key3837,0.11265276
key3838,0.11265276
key3839,0.11265276
key3840,0.10799378
key3841,0.11265276
key3842,0.10799378
key3843,0.10799378
key3844,0.11265276
key3845,0.10799378
key3846,0.11265276
key3847,0.11265276
key3848,0.11265276
key3849,0.11265276
key3850,0.10799378
key3851,0.10799378
key3852,0.10799378
key3853,0.10799378
key3854,0.11265276
key3855,0.11265276
key3856,0.10799378
key3857,0.10799378
key3858,0.11265276
key3859,0.11265276
key3860,0.10799378
key3861,0.10799378
key3862,0.10799378
key3863,0.11265276
key3864,0.10799378
key3865,0.10799378
key3866,0.10799378
key3867,0.10799378
key3868,0.10799378
key3869,0.10799378
key3870,0.10799378
key3871,0.10799378
key3872,0.11265276
key3873,0.11265276
key3874,0.11265276
key3875,0.10799378
key3876,0.11265276
key3877,0.11265276
key3878,0.10799378
key3879,0.11265276
key3880,0.10799378
key3881,0.10799378
key3882,0.11265276
key3883,0.10799378
key3884,0.11265276
key3885,0.11265276
key3886,0.11265276
key3887,0.11265276
key3888,0.10799378
key3889,0.10799378
key3890,0.10799378
key3891,0.11265276
key3892,0.10799378
key3893,0.10799378
key3894,0.11265276
key3895,0.11265276
key3896,0.11265276
key3897,0.10799378
key3898,0.10799378
key3899,0.10799378
key3900,0.11265276
key3901,0.11265276
key3902,0.10799378
key3903,0.10799378
key3904,0.11265276
key3905,0.11265276
key3906,0.11265276
key3907,0.10799378
key3908,0.11265276
key3909,0.11265276
key3910,0.10799378
key3911,0.10799378
key3912,0.10799378
key3913,0.11265276
key3914,0.11265276
key3915,0.11265276
key3916,0.10799378
key3917,0.11265276
key3918,0.10799378
key3919,0.11265276
key3920,0.11265276
key3921,0.11265276
key3922,0.11265276
key3923,0.11265276
key3924,0.11265276
key3925,0.10799378
key3926,0.10799378
key3927,0.11265276
key3928,0.11265276
key3929,0.10799378
key3930,0.10799378
key3931,0.10799378
key3932,0.10799378
key3933,0.11265276
key3934,0.10799378
key3935,0.10799378
key3936,0.11265276
key3937,0.10799378
key3938,0.10799378
key3939,0.11265276
key3940,0.11265276
key3941,0.11265276
key3942,0.11265276
key3943,0.10799378
key3944,0.10799378
key3945,0.11265276
key3946,0.11265276
key3947,0.11265276
key3948,0.10799378
key3949,0.10799378
key3950,0.10799378
key3951,0.11265276
key3952,0.10799378
key3953,0.11265276
key3954,0.11265276
key3955,0.11265276
key3956,0.11265276
key3957,0.10799378
key3958,0.10799378
key3959,0.11265276
key3960,0.10799378
key3961,0.10799378
key3962,0.10799378
key3963,0.11265276
key3964,0.10799378
key3965,0.11265276
key3966,0.11265276
key3967,0.10799378
key3968,0.11265276
key3969,0.10799378
key3970,0.11265276
key3971,0.10799378
key3972,0.11265276
key3973,0.11265276
key3974,0.11265276
key3975,0.11265276
key3976,0.11265276
key3977,0.11265276
key3978,0.11265276
key3979,0.11265276
key3980,0.10799378
key3981,0.10799378
key3982,0.10799378
key3983,0.10799378
key3984,0.11265276
key3985,0.11265276
key3986,0.11265276
key3987,0.11265276
key3988,0.11265276
key3989,0.11265276
key3990,0.11265276
key3991,0.11265276
key3992,0.11265276
key3993,0.11265276
key3994,0.10799378
key3995,0.10799378
key3996,0.11265276
key3997,0.10799378
key3998,0.11265276
key3999,0.11265276
key4000,0.11265276
key4001,0.11265276
key4002,0.11265276
key4003,0.10799378
key4004,0.11265276
key4005,0.10799378
key4006,0.11265276
key4007,0.10799378
key4008,0.11265276
key4009,0.11265276
key4010,0.10799378
key4011,0.11265276
key4012,0.10799378
key4013,0.10799378
key4014,0.11265276
key4015,0.11265276
key4016,0.10799378
key4017,0.11265276
key4018,0.11265276
key4019,0.11265276
key4020,0.10799378
key4021,0.10799378
key4022,0.11265276
key4023,0.11265276
key4024,0.11265276
key4025,0.11265276
key4026,0.11265276
key4027,0.10799378
key4028,0.10799378
key4029,0.10799378
key4030,0.11265276
key4031,0.11265276
key4032,0.10799378
key4033,0.11265276
key4034,0.11265276
key4035,0.11265276
key4036,0.10799378
key4037,0.11265276
key4038,0.10799378
key4039,0.10799378
key4040,0.11265276
key4041,0.10799378
key4042,0.11265276
key4043,0.10799378
key4044,0.10799378
key4045,0.10799378
key4046,0.10799378
key4047,0.11265276
key4048,0.10799378
key4049,0.10799378
key4050,0.10799378
key4051,0.11265276
key4052,0.11265276
key4053,0.10799378
key4054,0.11265276
key4055,0.11265276
key4056,0.10799378
key4057,0.10799378
key4058,0.10799378
key4059,0.10799378
key4060,0.10799378
key4061,0.10799378
key4062,0.11265276
key4063,0.10799378
key4064,0.11265276
key4065,0.11265276
key4066,0.10799378
key4067,0.11265276
key4068,0.11265276
key4069,0.10799378
key4070,0.11265276
key4071,0.11265276
key4072,0.10799378
key4073,0.11265276
key4074,0.10799378
key4075,0.10799378
key4076,0.10799378
key4077,0.11265276
key4078,0.11265276
key4079,0.11265276
key4080,0.10799378
key4081,0.10799378
key4082,0.11265276
key4083,0.10799378
key4084,0.10799378
key4085,0.11265276
key4086,0.10799378
key4087,0.10799378
key4088,0.10799378
key4089,0.10799378
key4090,0.10799378
key4091,0.10799378
key4092,0.11265276
key4093,0.10799378
key4094,0.10799378
key4095,0.11265276
key4096,0.11265276
key4097,0.11265276
key4098,0.10799378
key4099,0.11265276
key4100,0.10799378
key4101,0.11265276
key4102,0.10799378
key4103,0.11265276
key4104,0.11265276
key4105,0.11265276
key4106,0.11265276
key4107,0.11265276
key4108,0.10799378
key4109,0.11265276
key4110,0.10799378
key4111,0.10799378
key4112,0.11265276
key4113,0.11265276
key4114,0.11265276
key4115,0.10799378
key4116,0.10799378
key4117,0.11265276
key4118,0.10799378
key4119,0.11265276
key4120,0.11265276
key4121,0.11265276
key4122,0.10799378
key4123,0.11265276
key4124,0.11265276
key4125,0.10799378
key4126,0.11265276
key4127,0.11265276
key4128,0.10799378
key4129,0.11265276
key4130,0.11265276
key4131,0.10799378
key4132,0.10799378
key4133,0.10799378
key4134,0.10799378
key4135,0.11265276
key4136,0.11265276
key4137,0.11265276
key4138,0.11265276
key4139,0.10799378
key4140,0.11265276
key4141,0.11265276
key4142,0.10799378
key4143,0.10799378
key4144,0.11265276
key4145,0.11265276
key4146,0.10799378
key4147,0.11265276
key4148,0.10799378
key4149,0.11265276
key4150,0.11265276
key4151,0.10799378
key4152,0.10799378
key4153,0.11265276
key4154,0.10799378
key4155,0.10799378
key4156,0.11265276
key4157,0.10799378
key4158,0.10799378
key4159,0.11265276
key4160,0.11265276
key4161,0.10799378
key4162,0.10799378
key4163,0.11265276
key4164,0.10799378
key4165,0.11265276
key4166,0.10799378
key4167,0.11265276
key4168,0.11265276
key4169,0.10799378
key4170,0.11265276
key4171,0.11265276
key4172,0.10799378
key4173,0.10799378
key4174,0.11265276
key4175,0.10799378
key4176,0.11265276
key4177,0.11265276
key4178,0.10799378
key4179,0.11265276
key4180,0.11265276
key4181,0.11265276
key4182,0.10799378
key4183,0.10799378
key4184,0.10799378
key4185,0.10799378
key4186,0.11265276
key4187,0.11265276
key4188,0.10799378
key4189,0.11265276
key4190,0.11265276
key4191,0.10799378
key4192,0.10799378
key4193,0.11265276
key4194,0.10799378
key4195,0.10799378
key4196,0.10799378
key4197,0.11265276
key4198,0.11265276
key4199,0.11265276
key4200,0.10799378
key4201,0.10799378
key4202,0.10799378
key4203,0.11265276
key4204,0.11265276
key4205,0.10799378
key4206,0.11265276
key4207,0.11265276
key4208,0.10799378
key4209,0.11265276
key4210,0.11265276
key4211,0.10799378
key4212,0.10799378
key4213,0.11265276
key4214,0.10799378
key4215,0.11265276
key4216,0.10799378
key4217,0.10799378
key4218,0.11265276
key4219,0.10799378
key4220,0.11265276
key4221,0.10799378
key4222,0.10799378
key4223,0.10799378
key4224,0.10799378
key4225,0.10799378
key4226,0.11265276
key4227,0.11265276
key4228,0.11265276
key4229,0.11265276
key4230,0.10799378
key4231,0.10799378
key4232,0.11265276
key4233,0.10799378
key4234,0.11265276
key4235,0.11265276
key4236,0.10799378
key4237,0.10799378
key4238,0.11265276
key4239,0.10799378
key4240,0.10799378
key4241,0.10799378
key4242,0.10799378
key4243,0.10799378
key4244,0.11265276
key4245,0.10799378
key4246,0.11265276
key4247,0.11265276
key4248,0.11265276
key4249,0.11265276
key4250,0.11265276
key4251,0.11265276
key4252,0.10799378
key4253,0.10799378
key4254,0.10799378
key4255,0.11265276
key4256,0.10799378
key4257,0.11265276
key4258,0.10799378
key4259,0.10799378
key4260,0.11265276
key4261,0.11265276
key4262,0.11265276
key4263,0.10799378
key4264,0.11265276
key4265,0.10799378
key4266,0.11265276
key4267,0.11265276
key4268,0.11265276
key4269,0.10799378
key4270,0.10799378
key4271,0.11265276
key4272,0.10799378
key4273,0.10799378
key4274,0.11265276
key4275,0.11265276
key4276,0.11265276
key4277,0.10799378
key4278,0.10799378
key4279,0.10799378
key4280,0.10799378
key4281,0.10799378
key4282,0.11265276
key4283,0.11265276
key4284,0.11265276
key4285,0.10799378
key4286,0.10799378
key4287,0.10799378
key4288,0.11265276
key4289,0.11265276
key4290,0.10799378
key4291,0.11265276
key4292,0.11265276
key4293,0.11265276
